"filename", "language", "JavaScript", "JSON", "Markdown", "HTML", "CSS", "SCSS", "comment", "blank", "total"
"/home/XPSHDD/Code/ufei/client/src/reducers/setSelectedTree.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 1, 9
"/home/XPSHDD/Code/ufei/controllers/search.js", "JavaScript", 21, 0, 0, 0, 0, 0, 1, 3, 25
"/home/XPSHDD/Code/ufei/controllers/tree.js", "JavaScript", 59, 0, 0, 0, 0, 0, 1, 5, 65
"/home/XPSHDD/Code/ufei/controllers/treeDetail.js", "JavaScript", 19, 0, 0, 0, 0, 0, 1, 1, 21
"/home/XPSHDD/Code/ufei/index.js", "JavaScript", 18, 0, 0, 0, 0, 0, 20, 2, 40
"/home/XPSHDD/Code/ufei/models/attracts_wildlife.js", "JavaScript", 30, 0, 0, 0, 0, 0, 1, 5, 36
"/home/XPSHDD/Code/ufei/models/common.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 4, 40
"/home/XPSHDD/Code/ufei/models/disease_resistant.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 2, 15
"/home/XPSHDD/Code/ufei/models/disease_susceptibility.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/home/XPSHDD/Code/ufei/models/photo_link.js", "JavaScript", 23, 0, 0, 0, 0, 0, 0, 5, 28
"/home/XPSHDD/Code/ufei/models/salinity_tolerance.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 2, 14
"/home/XPSHDD/Code/ufei/models/soil_texture.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 3, 15
"/home/XPSHDD/Code/ufei/models/sunset_zones.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 3, 15
"/home/XPSHDD/Code/ufei/models/taxon.js", "JavaScript", 37, 0, 0, 0, 0, 0, 1, 4, 42
"/home/XPSHDD/Code/ufei/models/temp_base_model.js", "JavaScript", 31, 0, 0, 0, 0, 0, 1, 5, 37
"/home/XPSHDD/Code/ufei/models/tree.js", "JavaScript", 104, 0, 0, 0, 0, 0, 2, 17, 123
"/home/XPSHDD/Code/ufei/services/treeDetail.js", "JavaScript", 165, 0, 0, 0, 0, 0, 2, 29, 196
"/home/XPSHDD/Code/ufei/nodemon.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 4
"/home/XPSHDD/Code/ufei/package-lock.json", "JSON", 0, 4176, 0, 0, 0, 0, 0, 1, 4177
"/home/XPSHDD/Code/ufei/package.json", "JSON", 0, 46, 0, 0, 0, 0, 0, 1, 47
"/home/XPSHDD/Code/ufei/routes/api.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 3, 10
"/home/XPSHDD/Code/ufei/routes/tree.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 3, 11
"/home/XPSHDD/Code/ufei/utilities/logger.js", "JavaScript", 20, 0, 0, 0, 0, 0, 2, 2, 24
"/home/XPSHDD/Code/ufei/utilities/treeUtilities.js", "JavaScript", 108, 0, 0, 0, 0, 0, 12, 17, 137
"Total", "-", 2138, 18266, 2, 21, 6739, 9, 152, 1890, 29217
